"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002697","regulation of immune effector process","344/11536","414/18805",0.830917874396135,1.35449121255369,9.18794491652672,1.94162739888397e-22,2.47091502781974e-20,9.05820277037237e-21,"6280/8140/55765/3902/7037/56833/3823/64581/5650/8767/3561/51237/91543/924/10859/136/3575/4067/2821/336/3458/959/430/5336/3824/4436/11314/8302/942/80328/8547/26228/79915/2529/2867/3329/969/10225/7468/3689/5788/259197/3383/9466/4068/9188/30009/6375/8807/940/23586/2219/3929/409/7805/5880/3965/6891/6318/6504/4282/6850/9474/8013/7124/912/2125/5027/79132/3569/4049/10875/56253/2048/1378/613/2208/5133/8772/6398/7454/64170/5817/3820/7186/2213/10125/3071/3135/164/3596/7293/1380/7305/7133/958/5724/1773/54542/9437/11326/3134/54440/57102/3593/30817/25818/3558/729230/3592/51571/3805/24145/3109/11006/54/6693/9390/51744/3663/708/3122/8832/64127/3106/5272/3662/6688/4615/2885/2896/6372/6223/725/913/3635/695/6461/3107/6845/11331/684/56941/55183/941/909/7855/80149/3606/3105/9261/6363/84861/9516/26057/10666/10892/7292/51704/11221/8288/3586/11126/972/7409/910/7099/11187/3553/1604/3718/3146/3598/6885/22976/3565/5443/8809/5553/3133/2302/5245/335/5777/2220/55601/1653/3956/8993/5199/4843/50487/8723/975/10584/5225/23476/3142/3684/177/3630/8673/3605/722/567/3916/6046/51465/8915/23529/284/7040/51043/2033/922/79004/634/4189/11277/50943/3726/59067/65992/3098/2671/383/114548/301/7189/1178/8741/8417/5585/2623/23376/5648/57142/5169/148022/4976/7009/3566/8764/56940/718/1776/4092/3594/54537/8482/1398/933/149041/8995/80329/2624/51561/3815/2294/23705/5170/51284/3958/78989/7291/4292/79671/7098/10392/966/3440/10538/3077/3597/6813/6810/22890/5819/6830/3356/9865/6777/5322/2242/3456/354/2268/23411/29108/9655/5532/7158/2150/5562/10865/2/26060/710/56848/9846/55061/3140/2209/57506/163486/6778/3567/5914/100507436/4153/604/3554/51111/7474/81545/6776/558/5590/80762/4179/948/54209/196/11005/7042/10039/57126/54795/2241/5950/911/55198/6812/90865/3952/3075/7494/11213/3263/7043/563/5105/1524/2625",344
"GO:0045859","regulation of protein kinase activity","311/11536","369/18805",0.842818428184282,1.37389047694222,9.1377579028283,2.06033194332938e-22,2.57056708929507e-20,9.42352030220414e-21,"1062/22974/2146/1033/9928/993/990/5347/1894/8792/7453/9134/23560/7345/5871/1236/641/6317/1029/51191/4067/114/23603/8941/3458/2950/55732/11314/2810/1031/9088/1116/995/6283/1991/5788/3937/22843/84722/9618/51755/63967/7164/26191/5604/5912/7124/1030/2048/5629/348/57214/3301/1956/7186/5795/10125/9770/100133941/1908/5605/4504/10221/64793/8091/5716/1032/10333/151/152559/904/11006/5606/4878/1849/57761/5747/8795/5058/4869/6714/796/10006/6091/2688/23531/56647/2081/57091/152/920/2069/8851/1026/2043/27040/5292/6868/5997/2547/57826/6363/5478/23533/8844/5294/896/894/2321/2185/51704/11221/7023/4221/116986/11329/5770/55181/4294/7099/5987/3553/5062/4296/55704/55294/60/10178/2041/6885/51654/3265/3843/9113/5155/11235/9093/9555/9966/7016/51637/10454/10114/9175/10527/10899/8754/171392/3630/22924/55011/9368/10961/58533/353514/4217/11116/4040/284/11261/1845/207/3717/9146/103/4486/7520/5571/6188/634/8536/3084/8312/5609/28951/5906/8826/6895/7984/29775/7189/4041/1906/1436/7251/2064/64853/1654/84619/5154/183/104/5319/10645/116/1136/8812/5728/3491/51347/387/5515/8692/23118/2965/3690/1647/25/10519/25937/5583/5170/8600/80243/23624/9270/79643/5899/1815/10920/92335/7098/51763/7405/2260/10636/4916/54922/5859/7249/5649/5569/65018/6543/9647/9344/5580/2268/905/51422/23411/1856/7026/6546/9693/29108/7057/9655/6879/6622/7070/64798/154/23328/3315/5925/11140/2776/4921/51719/4057/6794/28984/4739/1027/1028/79092/3643/7474/2322/9094/1942/4216/1843/324/595/10040/54465/10464/80279/2246/3087/7042/57493/5753/2247/50507/900/9961/3952/5618/2621/9052/4908/11213/5159/56892/2690/8817/9077/64061/4485/29990/7786/51149/2200/9607/150/3479/9370/11122",311
"GO:1903037","regulation of leukocyte cell-cell adhesion","330/11536","395/18805",0.835443037974684,1.3618677469759,9.15665688034855,2.26177398010416e-22,2.76762842988515e-20,1.01459334816009e-20,"3902/3620/29851/26279/1493/6352/7037/445/9435/3932/80380/3559/6347/5320/3126/3112/8767/3561/1236/10859/1029/3654/55423/1051/3574/3575/4860/4067/7412/864/3458/959/430/27242/11151/11314/6541/942/2529/3329/8876/969/1991/10288/3689/5788/916/30009/6375/100/3600/3659/3549/923/940/7805/939/5588/3965/9308/10808/1445/865/10148/86/6522/6659/26191/6504/6484/4690/6850/7480/8013/7124/912/3569/10875/56253/56244/83737/1378/5133/8772/3119/10164/8440/54900/10125/23240/3071/3135/2650/8808/100133941/4192/7525/5724/5771/54542/11326/57162/54440/3593/8651/140885/3558/6441/729230/10326/3592/51571/6597/23513/3109/11006/23149/6693/3108/3552/384/836/29117/3122/1326/6714/64127/8379/970/7356/921/920/6599/84830/10690/64410/23308/6461/51412/101/3111/941/5970/80149/3606/2056/3105/6363/199/84861/10892/2113/8744/5621/7292/8740/11221/9306/3586/10385/11126/2811/6603/972/7535/7409/3707/3676/1948/2534/3553/1604/5781/3718/60/5897/3146/2526/10457/3565/51176/3133/2475/2302/5777/5465/9093/9092/6366/3956/9840/3113/8943/1947/6401/868/6602/975/1540/23476/7001/3142/11146/177/567/55626/6046/1739/8915/6598/10524/3037/5290/55274/65125/1845/207/3717/7040/51043/2033/960/2319/6188/27/50943/9314/59067/383/2267/3115/114548/301/6605/7189/961/1803/11148/1949/2064/23376/5074/135/6666/4976/572/3566/8764/56940/6604/4092/3594/30835/3120/387/149041/9750/8995/2736/51561/6708/64844/25/9580/5170/3958/10077/8600/1725/3440/3077/5896/5573/240/55193/22890/8546/2309/57178/6777/6370/7297/5322/3456/6595/10725/3280/29108/399/9655/5562/7070/8289/6385/5530/6601/8631/1960/8654/5914/375056/604/81545/6776/9231/57045/5590/80762/4179/6403/64600/7048/79679/1511/6469/3485/3952/4254/7494/6387/857/7704/2737/2615/3572/3479/3117/5105/652/2625",330
"GO:0051222","positive regulation of protein transport","227/11536","257/18805",0.883268482490272,1.4398286939346,8.94369514470933,2.60544061532002e-22,3.1280035160908e-20,1.14670435025803e-20,"983/1894/952/27346/114/3458/9585/2810/2867/54972/3783/7545/10059/5208/10541/5106/999/6659/27032/5467/945/7124/5027/8882/7097/2641/5743/348/3091/5901/1956/7273/3596/1080/55741/3059/25874/2182/5578/10134/8431/55737/2932/8934/1432/3552/64328/382/9971/8111/6714/5579/5481/8447/10802/312/101/65985/2243/3320/80149/51768/2266/682/5478/64083/6608/5122/10857/10155/65220/2010/9777/43/51124/7099/3553/654/10178/4193/7447/3651/5566/998/4946/2645/50855/3843/7175/11235/1131/5213/2850/51160/51548/51614/975/6616/8754/4825/5715/3630/10972/5587/23379/2316/11261/5296/81285/3717/2147/7040/2033/846/8536/5581/2244/23086/79752/9495/55754/22994/7984/23435/640/2852/7251/1263/7531/351/5116/2767/4947/8841/63928/135/23400/572/5494/27230/5663/6514/2822/5319/8736/23607/5007/3728/2695/8692/79567/8398/51366/7376/27063/3670/1201/9531/9619/8899/2696/26229/5573/6810/6934/7200/9695/1392/55691/5580/23236/5532/2150/4826/7424/57506/4088/10497/8660/11132/5295/10307/55696/22902/80184/322/2181/5590/2746/54209/4628/9501/6844/444/51686/7042/6717/9854/283/54795/23410/5950/79899/5468/55204/10411/5108/6469/3952/6653/7494/2621/6833/8938/11069/2737/161291/2151/55638/55107/7043/79971/3479/114899/18/25924/3708",227
"GO:0022411","cellular component disassembly","374/11536","456/18805",0.820175438596491,1.33697981300338,9.17688979846269,3.22711070117751e-22,3.80261210955417e-20,1.39401117228253e-20,"4312/7153/22974/983/81930/9212/146909/4321/6790/57110/11004/5347/4318/6712/1515/3159/4316/713/712/29028/5650/5645/4609/5341/29767/4324/54541/3925/1520/7111/440193/92815/81624/119/1991/664/22943/57553/23175/6624/3936/23306/5880/8751/27341/9100/6059/7443/9829/9474/7124/3569/6749/23766/50861/7415/65094/7186/28985/23616/6376/9131/80183/1119/3920/3297/4778/5119/9793/10973/88/2264/5578/25818/2932/6597/5830/8444/26586/84164/9470/382/9313/10297/56648/54454/5579/6599/3796/5644/1984/2043/10763/2935/5340/101/822/829/400410/581/53918/27183/10300/6710/55239/3799/3396/11198/4528/4281/1072/6418/6457/79929/58511/4241/6603/9349/22980/5962/64780/8562/10985/55201/10767/3553/6683/55014/57192/51510/9711/9948/58526/10043/56659/4905/11344/5045/1676/9342/55254/1677/10634/1777/9941/23197/59341/10882/7429/488/6456/25978/81631/2107/1213/6602/5976/3684/10269/8673/2021/55604/9181/6598/10524/9798/6811/5828/5290/7046/2801/65125/1845/7040/29766/668/5192/65082/9325/23399/577/23008/65992/3688/79752/9682/6605/6455/8867/81551/9525/1803/6737/83743/10630/830/23332/545/9147/2852/4323/81492/26993/54516/7251/6840/1263/23376/1939/91782/57132/10982/8775/317/29082/5289/11345/81858/123/7141/2580/10226/2314/55520/25898/10677/6604/718/5048/1776/4092/55337/10013/2039/5195/6708/9448/57466/23064/22911/102/11037/6499/10519/4327/80349/11078/8729/51542/2258/30849/23271/79643/64601/4134/24144/3831/1201/56893/79029/23098/22985/9645/2059/10595/6711/4320/7405/55192/23274/10904/23710/2022/9140/10241/327/55325/11337/9604/55139/6314/9652/5756/26046/11034/91807/1215/1639/51332/120/4317/10154/2150/5562/57104/3915/8289/4130/50810/6588/22828/154/146057/118/27243/6601/23405/10211/4921/23708/11145/4131/26058/23075/5563/11132/5295/440738/4739/9922/25876/1291/3643/9617/54209/4314/324/8678/444/80279/57326/22863/23122/4322/11075/64320/6709/1511/2934/57731/55776/164656/2241/5193/6591/89795/3306/347240/4319/9037/80127/1149/1513/11096/4313/85477/51474/2191/3480/6833/11213/1471/51409/79443/89927/4035/3249/7043/57551/50853/25802/7177/1524/25893",374
"GO:0051338","regulation of transferase activity","379/11536","463/18805",0.818574514038877,1.33437012278962,9.17719640138096,3.40403442109766e-22,3.93815836753534e-20,1.44370148845022e-20,"991/1062/11065/22974/27338/4085/2146/1033/9928/993/990/5347/1894/79075/8792/7453/9134/23560/56833/5984/7345/5111/5871/26271/1236/641/6317/1029/8543/51191/4067/114/23603/8941/336/3458/57103/2950/5982/55732/11314/2810/1031/9088/1116/9933/995/6283/1991/5788/3937/22843/84722/9618/5983/4683/51755/63967/7164/26191/8815/5604/5912/7124/1030/2048/5629/348/57214/3301/1956/7186/5795/10125/9770/100133941/1908/5605/5933/4504/10221/64793/9532/3984/5985/8091/2932/5716/1032/10333/151/152559/904/11006/5606/4878/1849/2646/7332/57761/5747/8795/5058/4869/6714/796/10006/6091/2688/23531/56647/2081/57091/152/920/2069/8851/1026/2043/27040/5292/6868/5997/1622/2547/4361/57826/6363/5478/23533/8844/5294/896/894/2321/2185/51704/11221/7023/4221/116986/11329/5770/337/972/55181/4294/9349/7099/5987/3553/5062/4296/11232/55704/55294/60/10178/2041/6885/51654/8861/3265/3843/9113/335/5155/7564/11235/9093/9555/9966/7016/51637/6201/10454/10408/10114/9175/10527/6187/10899/8754/171392/3630/22924/55011/3192/9368/10961/58533/54969/353514/51343/4217/11116/4040/284/11261/1845/207/3717/9146/103/4486/7520/5571/6188/634/8536/3084/7329/8312/5609/28951/5906/10116/8826/6895/7984/29775/2931/7189/4041/1906/25778/1436/7251/2064/64853/1654/84619/5154/183/104/5319/10645/116/1136/8812/8555/5728/3491/51347/7538/387/10935/5934/5515/8692/23118/2965/3690/1647/25/10519/25937/7515/51438/5583/5170/11284/8600/80243/23624/9270/79643/5899/1815/6135/8850/10920/92335/7098/51763/7405/2260/9529/26277/10636/4916/54922/5859/7249/5649/5569/65018/6543/9647/9344/5580/2268/905/51422/23411/1856/7026/6546/9693/29108/7057/9655/6879/6622/7070/64798/4345/5071/10111/154/23328/3315/5925/11140/2776/8945/4921/2013/51719/8660/6500/4057/6794/28984/8106/4739/5920/1027/1028/79092/3643/7474/2322/1917/9094/1942/4216/1843/54209/324/595/10040/54465/10464/80279/2246/3087/7042/57493/10641/5753/2247/50507/900/9961/3952/5618/2621/9052/4908/11213/5159/56892/2690/8817/9077/64061/4485/29990/7786/185/9079/51149/2200/9607/150/3479/9370/11122",379
"GO:0072001","renal system development","286/11536","336/18805",0.851190476190476,1.38753787315897,9.02978708347697,4.52300890123336e-22,5.1392688640264e-20,1.88402024908517e-20,"2146/6664/4318/8842/3070/445/6772/639/4609/1063/6943/28999/5613/2297/2296/4953/2253/4072/8549/56913/7380/1644/2138/10220/8710/7422/6659/1312/9356/8772/5629/23210/9245/7490/2650/100133941/79902/655/54798/9500/10736/4357/25789/10018/1286/55083/3570/29927/1512/6422/162/5455/3975/4643/384/57122/51196/3237/5017/10758/231/359/6492/2043/64220/9788/3579/9244/581/9350/2131/3227/6608/5915/51107/8837/7477/10409/5727/9955/7475/1948/7917/93/2303/23279/654/1282/6569/4091/793/23322/4851/2668/2302/5155/1636/9784/6495/271/9510/26108/11020/10269/27302/11174/10413/6928/7471/1739/4854/26585/3037/284/7046/7040/8879/11277/5156/8826/7369/1285/186/26146/54475/23213/79810/1906/3911/80144/4089/4358/4087/7849/51668/6580/9953/25976/317/2028/5154/26508/183/4326/79727/5979/27130/1497/3217/23607/6382/90410/285/4853/5754/4092/3207/387/4868/79630/847/650/2736/8692/7161/55366/163/7541/3690/171023/2294/25937/5972/842/3976/55746/51301/56998/1579/11064/5420/3764/4038/5800/8854/4090/2260/7827/6662/4824/38/59/64321/5076/56603/23129/2828/2719/1910/8516/4070/3280/2263/403/7020/5310/9104/3611/25836/6385/5530/5175/4086/80114/4763/54806/5087/1499/25959/80000/4088/3399/7010/284541/4811/3248/5914/8452/80184/1028/182/4435/1958/6299/7474/7466/9231/596/947/3675/7248/84159/7482/5311/26249/2246/10252/7042/4208/9353/8829/8100/5176/201163/8642/5950/4311/2247/358/6469/1592/7481/2674/5159/116039/2045/79659/1909/7704/5125/54361/2737/185/3913/9863/2200/23371/80310/9370/2018/652/4036/2066/3158/2625/7021",286
"GO:0032868","response to insulin","277/11536","324/18805",0.854938271604938,1.39364720852383,9.00393514586042,5.06671741505223e-22,5.6560566512241e-20,2.0734710603427e-20,"5080/8792/133/6772/2888/51237/6715/80339/4067/28999/51083/2529/15/2058/6513/3291/3638/23175/5588/5106/5315/142/4690/2805/2692/4160/1509/9978/7097/2048/3692/4644/1956/5795/1959/2650/9021/238/6199/5591/5594/6654/5771/9734/2047/2264/8651/10603/2932/790/1432/2049/4914/57761/9971/249/6714/3795/5579/2885/30837/6599/57707/2043/208/5313/5009/5970/3636/7351/79109/3033/9361/8837/677/2321/3416/51094/5584/3586/4593/5770/4691/5305/8615/3484/7425/3553/5781/51052/2303/7301/9663/2041/79837/8048/5140/4218/2050/6429/2475/2645/3265/23516/5465/6098/9640/59341/5936/5207/2660/6198/81565/10461/2044/2887/3630/8503/4058/23191/7352/1969/5296/5290/207/4486/51043/634/4233/5894/79746/3645/1979/23433/197/64710/25948/5156/1176/2931/6272/2844/1436/2064/8471/4149/10458/140710/64506/5979/2875/2822/27019/8396/5319/23607/55022/5458/2693/847/6655/9882/645/29988/3815/858/2324/5170/55625/4986/27131/2771/64397/2549/8850/22937/23235/51763/3030/3764/5872/23038/6814/2260/54832/4916/56729/7249/6464/6517/6431/8473/6667/55023/5580/5786/23411/51141/4641/2263/2729/9852/5286/10014/5562/55667/10499/23189/26060/3784/1407/6443/5925/5595/4921/5791/8660/490/11132/5295/7010/8648/5164/4303/6548/1291/3791/8452/4920/4435/1958/3643/2322/558/8743/5590/181/324/8412/2261/7248/6844/114882/5919/9847/2308/2042/2353/1277/2241/10580/5468/5166/55198/11031/3952/1513/7075/6653/3625/6720/7494/3480/6833/5159/2203/2045/2690/4915/5167/3667/23371/9370/5105/2066/3158/1408",277
"GO:0007596","blood coagulation","214/11536","241/18805",0.887966804979253,1.44748749719442,8.80783271431505,8.71853725204074e-22,9.56483664391987e-20,3.50640264074814e-20,"10855/7980/51378/3932/5341/4067/959/5336/8525/7103/5359/239/2207/8761/5588/1608/6484/6850/5912/5329/3569/2048/7454/348/3053/5795/2153/23657/2160/81027/958/23173/5054/5578/3570/5321/151/5345/2165/2923/50848/1432/9060/7006/2778/3170/9002/6714/2161/5638/152/725/3172/84830/8323/5265/462/7414/5340/9158/2243/64714/3710/8858/3848/5328/2266/5478/6521/6722/5291/11234/7410/5294/80739/7448/3083/79057/2811/7409/4627/5873/7099/51156/51129/1192/1361/10627/7301/60/2768/22821/5055/2677/79001/5155/5777/3998/1606/928/29071/3273/1607/84034/5028/7001/10461/81542/26276/2814/3705/79056/160851/2316/284/954/5290/79803/3717/2147/2158/634/2244/4780/308/2159/5156/5270/11093/2815/10019/302/114897/71/1906/10630/5196/2623/1609/5154/135/5023/10672/7094/285/89781/3818/3690/1465/3673/10077/4846/5051/6915/966/51206/7035/10544/6814/8546/3356/2157/3827/5580/8526/7057/2150/3611/350/710/3315/2776/5639/6532/2155/221037/953/22875/2717/3043/5624/558/7450/5592/2149/948/9162/6403/57834/1511/8527/5627/23452/10398/22915/79987/6469/6812/2192/1281/10218/7056/2621/2191/11117/857/2162/2151/2152/5327/3572/150/10451/1311",214
"GO:0050767","regulation of neurogenesis","312/11536","372/18805",0.838709677419355,1.367192743054,9.01120683971197,8.98632749888879e-22,9.6915257415982e-20,3.55284598350358e-20,"259266/8140/5080/2146/140578/9355/6664/4821/53335/6663/7804/5365/3897/4067/3458/430/3148/3066/10507/284403/55079/274/706/3475/7473/2290/6696/80128/4771/7422/5457/999/1020/7143/23028/5604/7124/4613/1030/3569/4049/7097/474/2048/7852/5629/3091/9513/1956/23566/1959/6376/10683/84079/4192/655/7133/5605/4504/6356/7052/55636/3984/51393/9856/4898/80237/9148/54626/1814/6792/7533/7101/6091/3398/7224/9283/51441/2043/393/5309/6596/10215/10371/3949/4133/5970/1954/10800/1002/1813/6009/6722/6608/3065/6049/5501/8153/5584/3196/11221/27185/26039/4099/4076/4988/3553/7074/10419/6993/7472/673/9444/9001/2119/1627/4851/51176/8087/2475/5978/11344/1181/7476/1636/55558/23316/22954/2332/56965/3845/63925/1826/1638/57154/9175/50937/3706/23654/4825/10413/26230/567/23191/55811/4168/1982/9798/51593/23394/23529/1600/22938/1523/2147/7040/7520/22933/2664/10500/657/3688/5270/9682/302/22920/6281/9820/10494/6692/1949/816/1946/2852/51199/23376/57142/4673/6497/23011/10458/1382/3981/26508/79727/5663/58497/6604/5048/27020/57165/5728/23105/10013/5324/8482/5458/650/2624/6259/7161/80031/3815/1605/659/11141/6498/2335/7976/23013/5803/5583/2258/4152/429/10505/3976/9921/8650/9423/1630/4204/57698/4038/2670/1620/10636/7516/8408/5649/1495/6474/23500/23129/5789/23363/27067/5802/406/6405/3280/9706/9693/10154/23499/79006/7070/5925/5530/4763/23405/7424/1499/29956/7157/4131/4776/627/22891/23493/64689/8322/6794/4124/29882/22902/2915/4602/51265/7474/7779/26011/23111/54209/2803/3213/58190/80823/23462/65981/3400/9353/8829/5176/79365/4747/4311/2247/5108/55198/6469/8553/90865/9037/7832/8864/6653/22906/5764/6387/6833/56920/443/2045/5364/4915/2737/1746/3572/4036/4137/1524",312
"GO:0007599","hemostasis","219/11536","248/18805",0.883064516129032,1.43949620542705,8.77692721402413,1.53673172481508e-21,1.6297039941664e-19,5.97438158278987e-20,"10855/7980/51378/3932/5341/4067/2821/959/5336/8525/7103/5359/239/2207/8761/5588/1608/6484/6850/5912/5329/3569/2048/7454/348/3053/5795/2153/23657/2160/81027/958/23173/4778/5054/5578/3570/5321/151/5345/2165/2923/50848/1432/9060/7006/2778/3170/9002/6714/2161/5638/152/725/3172/84830/8323/5265/462/7414/5340/9158/2243/64714/3710/8858/3848/5328/2266/5478/6521/6722/5291/11234/7410/5294/80739/7448/3083/79057/2811/7409/4627/5873/7099/51156/51129/1192/1361/10627/7301/60/2768/22821/5055/2677/79001/5155/5777/3998/1606/928/29071/3273/1607/84034/5028/7001/10461/81542/26276/2814/3705/79056/160851/2316/284/954/5290/79803/3717/2147/2158/634/2244/4780/308/2159/5156/5270/11093/2815/10019/2313/302/114897/71/1906/10630/5196/2623/1609/5154/135/5023/10672/7094/285/89781/3818/3690/1465/3673/10077/4846/5051/6915/966/51206/7035/10544/6814/8546/3356/2157/3827/5580/554/8526/7057/2150/3611/350/710/3315/2776/5639/6532/2155/221037/953/22875/2717/3043/5624/558/7450/5592/2149/948/9162/6403/57834/1511/8527/5627/23452/10398/22915/79987/6469/6812/2192/1281/10218/7056/2621/2191/11117/857/2162/2151/2152/5327/3572/150/7166/10451/1311",219
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","247/11536","285/18805",0.866666666666667,1.41276583448914,8.84547362693162,1.59419988978958e-21,1.66293342602149e-19,6.096198370619e-20,"29851/6352/7037/9435/3932/80380/3559/6347/3126/3112/8767/3561/1236/10859/3654/55423/3574/3575/4860/4067/7412/864/3458/959/11151/6541/942/2529/3329/8876/1991/10288/3689/5788/916/6375/100/3600/3549/923/940/939/5588/3965/9308/10808/1445/865/10148/86/6659/6504/6484/4690/6850/7480/8013/7124/912/3569/56244/1378/8772/3119/10164/8440/10125/3071/3135/2650/8808/100133941/4192/7525/5724/54440/3593/8651/140885/3558/729230/10326/3592/51571/6597/3109/11006/23149/6693/3108/3552/29117/3122/1326/6714/64127/970/921/920/6599/64410/23308/6461/51412/101/3111/941/5970/3606/2056/3105/6363/199/84861/10892/2113/8744/7292/8740/11221/10385/11126/2811/6603/972/7535/7409/3707/3676/1948/2534/3553/1604/5781/60/3146/2526/3565/51176/3133/2475/5777/9093/9092/6366/3956/9840/3113/8943/1947/6401/6602/975/1540/23476/3142/177/567/55626/6046/8915/6598/10524/3037/5290/55274/207/3717/7040/51043/2033/960/2319/6188/27/50943/59067/3115/114548/301/6605/7189/961/1803/11148/1949/6666/4976/572/3566/8764/6604/3594/30835/3120/387/2736/51561/6708/25/9580/5170/8600/1725/5896/240/55193/22890/8546/2309/57178/6777/7297/6595/10725/3280/29108/399/9655/5562/7070/8289/5530/6601/8631/1960/5914/604/81545/5590/4179/6403/7048/79679/6469/3485/3952/4254/7494/857/7704/2737/3572/3479/3117/5105/2625",247
"GO:0009914","hormone transport","281/11536","331/18805",0.848942598187311,1.3838735748017,8.8764059286749,2.41205342818236e-21,2.47546709089102e-19,9.07489031723618e-20,"8140/6664/952/6352/55503/4067/114/56943/3458/28231/2297/51083/2867/117247/4828/706/6696/5208/5106/5127/6659/6566/5467/2692/7124/4160/3569/2641/3091/6755/1956/3814/1080/1908/81027/1588/79751/25874/2182/6927/55636/51167/5578/1374/7036/8431/3623/1394/6520/3589/6422/5211/2778/3170/9971/8111/6690/5579/7260/152/8447/3741/3172/2781/134/695/6845/65985/5008/2243/55585/51768/7351/1113/2266/3033/1813/64111/353500/10599/9255/2661/3745/65220/7425/5798/3553/5781/93/7074/5861/654/886/7447/3651/5566/5443/2740/3358/26154/5978/2645/594855/6865/9699/59341/1131/5936/5213/2850/2775/51548/4843/50487/8723/6343/6804/5028/6616/2044/23178/4825/6869/9463/5715/3630/8673/55088/6928/80223/5587/10765/6906/4760/3717/2147/668/9727/846/4544/5581/5894/2244/818/1428/11315/51762/301/4041/114897/23435/1906/51714/1946/640/2852/2798/8074/4089/4087/7849/10312/2767/9230/183/572/1081/27230/6514/2822/53919/116/3557/5007/9575/2693/2587/2695/6447/8398/7432/1385/5972/8600/3976/4986/3670/7110/3077/2696/5864/6814/5573/2260/57818/240/6810/4824/56729/26056/2029/6934/7200/1392/1268/55512/23236/406/5991/6567/5532/2150/5071/10050/3624/399979/3784/1407/4826/51092/5530/23409/8609/1601/8660/27445/11132/8322/4602/22841/3350/9024/2746/8425/80024/9501/5799/6717/8622/2308/9854/54795/23410/8773/5950/2281/5468/10411/1393/358/2691/3952/8864/3625/4856/6720/6833/1363/6571/8938/23428/11069/2151/55638/2697/185/55107/3667/7349/9607/150/6926/114899/18/9370/25924/3708/1408/2922/2625/7021",281
"GO:0009314","response to radiation","362/11536","442/18805",0.819004524886878,1.3350710896756,8.98031738910799,2.48804399566547e-21,2.51292443562213e-19,9.21220633984074e-20,"4312/3627/55872/10635/9212/51514/993/4318/58473/1894/8438/5888/9768/65009/2237/54962/4609/5111/641/2515/6354/7412/55159/8372/57103/5146/4436/92815/5499/24/1812/578/3753/15/1991/867/2956/7398/5788/5424/2140/11200/7295/2072/3735/2189/5603/2792/2138/9600/2780/1020/57282/1788/7439/142/23028/27087/468/1312/3014/7124/9978/84268/1410/3091/85453/23596/1956/580/23657/672/6240/7319/3297/675/57805/6094/6356/1642/5591/5371/3593/25896/5810/23746/3592/3428/1032/6422/1814/64240/54929/1432/3552/29086/10010/836/1141/23418/6121/4869/10856/40/2002/3398/5481/2885/8533/9397/120227/1026/6507/26155/9099/26272/2986/208/2779/64421/79823/5275/2063/10714/2876/3694/346562/2547/4867/5970/1965/400410/64782/581/5500/79035/1813/9293/2131/894/5501/339/4221/11073/5602/79073/9683/3713/9025/6011/4308/3150/8704/2902/55294/673/4193/5883/22976/3746/8493/7287/3265/7299/79913/8451/63943/22954/1936/79184/10692/5153/5599/3845/83658/23514/5936/8243/1638/51548/7222/3747/10276/10269/3198/5796/23373/10413/2074/51499/602/785/27023/3364/11190/27113/10524/11011/207/7040/2033/7520/2071/51168/5957/11277/4157/3156/10002/778/64710/5609/5600/3688/2916/5961/9215/3269/65123/840/4968/545/1263/351/1161/7528/6872/2903/2767/2235/6010/3981/611/9577/261734/1497/5995/1040/6506/1258/2978/8450/90410/7518/10277/6738/8787/9575/5132/847/8692/51720/51776/3815/1647/7076/842/11284/2073/7486/54112/10347/4204/83759/64859/55031/51455/5896/8554/9112/5423/404672/51150/5429/10636/6295/4836/22890/7516/3000/60626/472/598/5580/7846/4297/11280/5187/23411/7054/8491/6609/51761/7158/5562/25836/2067/1407/10681/2068/1196/2776/5158/56339/4763/22861/1643/79738/7157/4776/23259/5295/6794/1387/7320/1291/3373/7508/1958/596/9187/181/9094/4216/1621/4314/595/8863/55693/51435/4212/4734/6785/8622/7507/55766/2353/4311/1293/6591/210/358/23345/2868/8553/1281/7056/8864/477/4313/3861/6833/1396/1153/1292/388/138162/5350/51149/1408/2625/4239",362
